name,team,league,season,penalties_scored,penalties_taken
Francisco Puñal,Osasuna,Spain,2006,2,2
Iñaki Muñoz,Osasuna,Spain,2006,1,1
Olivier Monterrubio,Lens,France,2006,3,3
Vincenzo Montella,Fulham,England,2006,1,1
Jawhar Mnari,Nürnberg,Germany,2006,2,2
Zvjezdan Misimović,Bochum,Germany,2006,2,2
Diego Milito,Zaragoza,Spain,2006,4,5
Camel Meriem,Monaco,France,2006,1,2
Fernando Menegazzo,Bordeaux,France,2006,1,2
Felipe Melo,Racing Sant,Spain,2006,1,1
Benni McCarthy,Blackburn,England,2006,4,5
Marco Materazzi,Inter,Italy,2006,4,4
Obafemi Martins,Newcastle Utd,England,2006,1,1
Nicolas Marin,Sedan,France,2006,1,1
Enzo Maresca,Sevilla,Spain,2006,0,2
Roy Makaay,Bayern Munich,Germany,2006,1,1
Cristiano Lucarelli,Livorno,Italy,2006,3,3
Lomana LuaLua,Portsmouth,England,2006,1,1
Gerard López,Monaco,France,2006,1,1
David López,Osasuna,Spain,2006,1,1
Lincoln,Schalke 04,Germany,2006,0,1
Matthias Lehmann,AA Aachen,Germany,2006,1,1
Denny Landzaat,Wigan Athletic,England,2006,0,1
Frank Lampard,Chelsea,England,2006,3,4
Yohan Lachor,Sedan,France,2006,1,1
Marc-André Kruska,Dortmund,Germany,2006,1,1
Rafinha,Schalke 04,Germany,2006,1,1
Gustavo Reggi,Levante,Spain,2006,1,1
Paul Freier,Leverkusen,Germany,2006,1,1
Jérôme Leroy,Sochaux,France,2006,0,1
David Di Michele,Palermo,Italy,2006,2,2
Javi Guerrero,Recreativo,Spain,2006,0,2
Marlon King,Watford,England,2006,1,1
Harry Kewell,Liverpool,England,2006,1,1
Seydou Keita,Lens,France,2006,1,1
Robbie Keane,Tottenham,England,2006,2,2
Nwankwo Kanu,Portsmouth,England,2006,0,1
Frédéric Kanouté,Sevilla,Spain,2006,5,6
Bonaventure Kalou,Paris S-G,France,2006,1,1
Kaká,Milan,Italy,2006,3,5
Jussiê,Lens,France,2006,4,4
Andrew Johnson,Everton,England,2006,1,1
Joseph-Désiré Job,Sedan,France,2006,1,1
José Jesús Perera,Celta Vigo,Spain,2006,1,1
Phil Jagielka,Sheffield Utd,England,2006,2,2
Ilan,Saint-Étienne,France,2006,1,1
Zlatan Ibrahimović,Inter,Italy,2006,0,1
Vincenzo Iaquinta,Udinese,Italy,2006,3,3
Szabolcs Huszti,Hannover 96,Germany,2006,2,2
Rob Hulse,Sheffield Utd,England,2006,0,1
Thomas Hitzlsperger,Stuttgart,Germany,2006,0,1
Thierry Henry,Arsenal,England,2006,3,3
Darius Henderson,Watford,England,2006,1,1
Heiðar Helguson,Fulham,England,2006,1,1
Marlon Harewood,West Ham,England,2006,0,1
Mike Hanke,Wolfsburg,Germany,2006,1,1
El Hadji Diouf,Bolton,England,2006,1,2
Jonás Gutiérrez,Mallorca,Spain,2006,1,2
Vince Grella,Parma,Italy,2006,1,1
Dani Güiza,Getafe,Spain,2006,0,1
Grafite,Le Mans,France,2006,1,1
Alou Diarra,Lyon,France,2006,1,1
Miroslav Klose,Werder Bremen,Germany,2006,0,1
Alejandro Campano,Gimnàstic,Spain,2006,1,1
Steven Gerrard,Liverpool,England,2006,1,2
Benjamin Gavanon,Nancy,France,2006,4,4
Andrea Gasbarroni,Parma,Italy,2006,1,1
Ezequiel Garay,Racing Sant,Spain,2006,7,8
Luciano Galletti,Atlético Madrid,Spain,2006,2,2
Mario Frick,Siena,Italy,2006,0,1
Alexander Frei,Dortmund,Germany,2006,2,2
Fred,Lyon,France,2006,0,1
Robbie Fowler,Liverpool,England,2006,3,3
Diego Forlán,Villarreal,Spain,2006,1,1
Gaetano Fontana,Ascoli,Italy,2006,0,1
Francesco Flachi,Sampdoria,Italy,2006,3,4
Alberto Gilardino,Milan,Italy,2006,0,1
Michele Fini,Ascoli,Italy,2006,0,1
Fernando,Betis,Spain,2006,0,1
Pascal Feindouno,Saint-Étienne,France,2006,1,1
Luís Fabiano,Sevilla,Spain,2006,2,3
Fabián Estoyanoff,La Coruña,Spain,2006,1,2
Edu,Betis,Spain,2006,0,1
Ederson,Nice,France,2006,2,3
Pierre Ducasse,Bordeaux,France,2006,1,1
Kevin Doyle,Reading,England,2006,3,3
Cristiano Doni,Atalanta,Italy,2006,4,4
Aruna Dindane,Lens,France,2006,2,2
Diego,Werder Bremen,Germany,2006,1,2
Luís Figo,Inter,Italy,2006,2,2
Antonio Di Natale,Udinese,Italy,2006,2,2
Michael Tarnat,Hannover 96,Germany,2006,0,1
Arturo Di Napoli,Messina,Italy,2006,0,1
Rafael van der Vaart,Hamburger SV,Germany,2006,3,4
Manu del Moral,Getafe,Spain,2006,1,2
Jermain Defoe,Tottenham,England,2006,3,3
Jean-Claude Darcheville,Bordeaux,France,2006,2,2
Tomas Danilevičius,Livorno,Italy,2006,1,1
Gaël Danic,Troyes,France,2006,0,1
Francesco Cozza,Siena,Italy,2006,0,1
Daniel Cousin,Lens,France,2006,1,1
Alessandro Costacurta,Milan,Italy,2006,1,1
Daniele Corvia,Siena,Italy,2006,0,1
Eugenio Corini,Palermo,Italy,2006,4,4
Matteo Contini,Parma,Italy,2006,1,1
Djibril Cissé,Marseille,France,2006,1,1
Marouane Chamakh,Bordeaux,France,2006,1,1
Paulo César,Toulouse,France,2006,1,1
César,Livorno,Italy,2006,1,1
Henri Camara,Wigan Athletic,England,2006,1,1
Jimmy Bullard,Fulham,England,2006,1,1
Abel Buades,Gimnàstic,Spain,2006,1,1
Franco Brienza,Palermo,Italy,2006,0,1
Jimmy Briand,Rennes,France,2006,1,1
Hameur Bouazza,Watford,England,2006,1,1
Tim Borowski,Werder Bremen,Germany,2006,0,1
Massimo Bonanni,Ascoli,Italy,2006,1,1
Mathieu Bodmer,Lille,France,2006,1,1
Diego Klimowicz,Wolfsburg,Germany,2006,0,1
Saša Bjelanović,Ascoli,Italy,2006,0,1
Rolando Bianchi,Reggina,Italy,2006,3,4
Bryan Bergougnoux,Toulouse,France,2006,1,2
Jörg Böhme,Arminia,Germany,2006,1,1
Marcos Assunção,Betis,Spain,2006,2,2
Karim Benzema,Lyon,France,2006,1,1
Luigi Di Biagio,Ascoli,Italy,2006,2,2
David Bellion,Nice,France,2006,2,2
James Beattie,Everton,England,2006,2,2
Yıldıray Baştürk,Hertha BSC,Germany,2006,0,1
Michel Bastos,Lille,France,2006,2,2
Joey Barton,Manchester City,England,2006,1,2
Gareth Barry,Aston Villa,England,2006,5,6
Ivica Banović,Nürnberg,Germany,2006,1,1
Ismaël Bangoura,Le Mans,France,2006,1,1
Salva Ballesta,Levante,Spain,2006,1,2
Leighton Baines,Wigan Athletic,England,2006,1,1
Fernando Baiano,Celta Vigo,Spain,2006,4,5
Emre Belözoğlu,Newcastle Utd,England,2006,1,1
Mimoun Azaouagh,Mainz 05,Germany,2006,1,1
Darren Bent,Charlton Ath,England,2006,3,3
Aritz Aduriz,Athletic Club,Spain,2006,2,2
Abdelaziz Ahanfouf,Arminia,Germany,2006,2,2
Yakubu Aiyegbeni,Middlesbrough,England,2006,4,5
Sergio Almirón,Empoli,Italy,2006,0,1
Xabi Alonso,Liverpool,England,2006,1,1
Emmanuel Adebayor,Arsenal,England,2006,1,1
Ioannis Amanatidis,Eint Frankfurt,Germany,2006,2,2
Shola Ameobi,Newcastle Utd,England,2006,1,1
Nicola Amoruso,Reggina,Italy,2006,3,3
Leon Andreasen,Mainz 05,Germany,2006,2,2
Mikel Arteta,Everton,England,2006,5,5
Cristian Álvarez,Racing Sant,Spain,2006,1,2
Raúl,Real Madrid,Spain,2007,3,3
Franck Ribéry,Bayern Munich,Germany,2007,2,3
Julio Ricardo Cruz,Inter,Italy,2007,1,1
Christian Riganò,Levante,Spain,2007,0,1
Juan Rodríguez,La Coruña,Spain,2007,0,1
Maxi Rodríguez,Atlético Madrid,Spain,2007,1,2
Simon Rolfes,Leverkusen,Germany,2007,2,2
Rafinha,Schalke 04,Germany,2007,2,2
Cristiano Ronaldo,Manchester Utd,England,2007,4,5
Tommaso Rocchi,Lazio,Italy,2007,3,3
Ronaldinho,Barcelona,Spain,2007,2,2
Alessandro Rosina,Torino,Italy,2007,4,4
Francisco Puñal,Osasuna,Spain,2007,2,3
Miralem Pjanić,Metz,France,2007,2,2
David Pizarro,Roma,Italy,2007,1,1
Andrea Pirlo,Milan,Italy,2007,1,2
Luigi Pieroni,Lens,France,2007,1,1
Pasquale Foggia,Cagliari,Italy,2007,4,4
Mario Gómez,Stuttgart,Germany,2007,1,1
Yakubu Aiyegbeni,Everton,England,2007,1,1
Paolo Castellini,Parma,Italy,2007,0,1
John Carew,Aston Villa,England,2007,1,1
Robin van Persie,Arsenal,England,2007,2,3
Emanuele Calaiò,Napoli,Italy,2007,0,1
Sébastien Puygrenier,Nancy,France,2007,1,1
Juninho Pernambucano,Lyon,France,2007,2,2
Michael Owen,Newcastle Utd,England,2007,2,2
Riga Mustapha,Levante,Spain,2007,2,3
Yohan Cabaye,Lille,France,2007,2,2
Nelson Valdez,Dortmund,Germany,2007,1,1
David Trezeguet,Juventus,Italy,2007,2,2
Francesco Totti,Roma,Italy,2007,3,3
Luca Toni,Bayern Munich,Germany,2007,0,1
Ryan Taylor,Wigan Athletic,England,2007,0,1
Jérôme Rothen,Paris S-G,France,2007,2,2
Sulley Muntari,Portsmouth,England,2007,1,1
Giuseppe Rossi,Villarreal,Spain,2007,5,6
Wayne Rooney,Manchester Utd,England,2007,0,1
Marcelinho Paraíba,Wolfsburg,Germany,2007,0,1
Pauleta,Paris S-G,France,2007,1,2
Marko Pantelić,Hertha BSC,Germany,2007,0,1
Pablo Orbaiz,Athletic Club,Spain,2007,0,1
Ivica Olić,Hamburger SV,Germany,2007,0,1
Massimo Oddo,Milan,Italy,2007,1,1
Pável Pardo,Stuttgart,Germany,2007,2,2
Mark Noble,West Ham,England,2007,2,2
Mamadou Niang,Marseille,France,2007,1,1
Nenê,Monaco,France,2007,1,1
Álvaro Negredo,Almería,Spain,2007,3,5
Naldo,Werder Bremen,Germany,2007,0,1
Benjani Mwaruwari,Portsmouth,England,2007,0,1
Adrian Mutu,Fiorentina,Italy,2007,6,6
Goran Pandev,Lazio,Italy,2007,1,1
Igor Budan,Parma,Italy,2007,2,2
Sofian Chahed,Hertha BSC,Germany,2007,4,4
Kepa Blanco,Getafe,Spain,2007,0,1
Edu,Betis,Spain,2007,2,3
Ederson,Nice,France,2007,2,3
Aldo Duscher,Racing Sant,Spain,2007,2,3
Kevin Doyle,Reading,England,2007,0,1
Stewart Downing,Middlesbrough,England,2007,2,2
Cristiano Doni,Atalanta,Italy,2007,4,6
Maurizio Domizzi,Napoli,Italy,2007,6,7
Aruna Dindane,Lens,France,2007,0,1
Diego,Werder Bremen,Germany,2007,4,5
Antonio Di Natale,Udinese,Italy,2007,2,2
Elano,Manchester City,England,2007,2,2
Ighli Vannucchi,Empoli,Italy,2007,1,1
Renaud Cohade,Strasbourg,France,2007,1,1
Luca Cigarini,Parma,Italy,2007,2,2
Leandro Cufré,Monaco,France,2007,1,1
Jon Dahl Tomasson,Villarreal,Spain,2007,1,1
David Di Michele,Torino,Italy,2007,1,2
Daniele De Rossi,Roma,Italy,2007,2,3
Stéphane Dalmat,Sochaux,France,2007,1,2
Jermain Defoe,Portsmouth,England,2007,2,2
Alessandro Del Piero,Juventus,Italy,2007,3,4
Rafael van der Vaart,Hamburger SV,Germany,2007,3,3
Anthony Deroin,Caen,France,2007,1,1
Jermain Defoe,Tottenham,England,2007,0,1
Djibril Cissé,Marseille,France,2007,0,1
Marco Borriello,Genoa,Italy,2007,5,5
Johan Elmander,Toulouse,France,2007,1,1
Pascal Feindouno,Saint-Étienne,France,2007,2,2
Valter Birsa,Sochaux,France,2007,2,2
Rolando Bianchi,Lazio,Italy,2007,1,1
Claudio Bellucci,Sampdoria,Italy,2007,2,2
David Bellion,Bordeaux,France,2007,1,3
Michel Bastos,Lille,France,2007,2,2
Angelos Basinas,Mallorca,Spain,2007,1,1
Joey Barton,Newcastle Utd,England,2007,1,1
Gareth Barry,Aston Villa,England,2007,5,6
Habib Bamogo,Nice,France,2007,1,1
Michael Ballack,Chelsea,England,2007,2,2
Fernando Baiano,Real Murcia,Spain,2007,2,2
Luís Fabiano,Sevilla,Spain,2007,2,2
Lhadji Badiane,Rennes,France,2007,0,1
Amauri,Palermo,Italy,2007,2,4
Ioannis Amanatidis,Eint Frankfurt,Germany,2007,2,2
Iván Alonso,Real Murcia,Spain,2007,3,3
Aritz Aduriz,Athletic Club,Spain,2007,1,1
Emmanuel Adebayor,Arsenal,England,2007,3,3
Robert Acquafresca,Cagliari,Italy,2007,2,2
Michele Fini,Cagliari,Italy,2007,1,1
Gonzalo Castro,Leverkusen,Germany,2007,1,1
Fernando Cavenaghi,Bordeaux,France,2007,4,4
Dimitar Berbatov,Tottenham,England,2007,1,1
Michael Chopra,Sunderland,England,2007,1,1
Nicola Amoruso,Reggina,Italy,2007,3,3
Joan Verdú,La Coruña,Spain,2007,1,1
Ruud van Nistelrooy,Real Madrid,Spain,2007,3,3
Christian Vieri,Fiorentina,Italy,2007,1,1
James McFadden,Birmingham City,England,2007,2,2
Benni McCarthy,Blackburn,England,2007,5,6
Marco Materazzi,Inter,Italy,2007,0,1
Thorben Marx,Arminia,Germany,2007,1,1
Obafemi Martins,Newcastle Utd,England,2007,1,1
Carlos Martins,Recreativo,Spain,2007,0,1
Enzo Maresca,Sevilla,Spain,2007,1,1
Gary McSheffrey,Birmingham City,England,2007,3,3
Edmond Kapllani,Karlsruher,Germany,2007,0,1
Steven Gerrard,Liverpool,England,2007,3,3
Frédéric Kanouté,Sevilla,Spain,2007,1,2
Marcel Maltritz,Bochum,Germany,2007,2,2
Elliot Grandin,Caen,France,2007,1,1
Yoan Gouffran,Caen,France,2007,1,1
Mark González,Betis,Spain,2007,1,1
Sebastian Giovinco,Empoli,Italy,2007,0,1
David Gigliotti,Saint-Étienne,France,2007,1,1
Theofanis Gekas,Leverkusen,Germany,2007,1,1
Esteban Granero,Getafe,Spain,2007,1,1
Benjamin Gavanon,Nancy,France,2007,2,2
Joseba Garmendia,Athletic Club,Spain,2007,0,1
Luis García,Espanyol,Spain,2007,4,4
Ezequiel Garay,Racing Sant,Spain,2007,0,1
Serge Gakpé,Monaco,France,2007,0,1
Grafite,Wolfsburg,Germany,2007,2,2
Túlio de Melo,Le Mans,France,2007,3,4
Fabrizio Miccoli,Palermo,Italy,2007,1,2
Andre Mijatović,Arminia,Germany,2007,0,1
Denny Landzaat,Wigan Athletic,England,2007,1,1
Víctor,Valladolid,Spain,2007,2,3
David López,Athletic Club,Spain,2007,1,1
Jorge López,Racing Sant,Spain,2007,0,1
Frank Lampard,Chelsea,England,2007,4,4
Rubén de la Red,Getafe,Spain,2007,2,3
Massimo Loviso,Livorno,Italy,2007,1,1
Dirk Kuyt,Liverpool,England,2007,2,2
Marlon King,Wigan Athletic,England,2007,1,1
Jason Koumas,Wigan Athletic,England,2007,1,1
Bakari Koné,Nice,France,2007,1,2
Patrick Kluivert,Lille,France,2007,2,2
Seïd Khiter,Lens,France,2007,1,1
Robbie Keane,Tottenham,England,2007,3,4
Cristiano Lucarelli,Parma,Italy,2007,0,1
Enrico Kern,Hansa Rostock,Germany,2007,1,1
Aleksandr Kerzhakov,Sevilla,Spain,2007,0,1
Niko Kranjčar,Portsmouth,England,2007,0,1
Massimo Maccarone,Siena,Italy,2007,2,5
Lionel Messi,Barcelona,Spain,2007,4,4
Toifilou Maoulida,Auxerre,France,2007,0,2
Diego Milito,Zaragoza,Spain,2007,5,6
Marek Mintál,Nürnberg,Germany,2007,1,1
Olivier Kapo,Birmingham City,England,2007,1,1
Omar Milanetto,Genoa,Italy,2007,0,1
Paul Freier,Leverkusen,Germany,2007,2,2
Zvjezdan Misimović,Nürnberg,Germany,2007,2,3
Felipe Melo,Almería,Spain,2007,1,2
Andrea Gasbarroni,Parma,Italy,2007,2,3
Ervin Skela,Energie Cottbus,Germany,2007,2,2
Antoine Sibierski,Wigan Athletic,England,2007,1,1
Nicky Shorey,Reading,England,2007,0,1
Mihai Tararache,MSV Duisburg,Germany,2007,2,2
Andriy Shevchenko,Chelsea,England,2007,1,1
Sergio,La Coruña,Spain,2007,4,4
Marcos Senna,Villarreal,Spain,2007,3,3
Steve Savidan,Valenciennes,France,2007,2,2
Luca Saudati,Empoli,Italy,2007,1,3
Álvaro Santos,Strasbourg,France,2007,1,1
Rafik Saïfi,Lorient,France,2007,2,3
Rafael Sóbis,Betis,Spain,2007,1,1
Louis Saha,Manchester Utd,England,2007,2,2
Francesco Tavano,Livorno,Italy,2007,3,4
Matthew Taylor,Bolton,England,2007,0,1
Matthew Taylor,Portsmouth,England,2007,1,1
Diego Forlán,Atlético Madrid,Spain,2007,2,2
Riccardo Zampagna,Atalanta,Italy,2007,1,1
Marcelo Zalayeta,Napoli,Italy,2007,0,1
Christian Wilhelmsson,La Coruña,Spain,2007,1,1
Artur Wichniarek,Arminia,Germany,2007,0,1
Dean Whitehead,Sunderland,England,2007,0,1
Alexander Frei,Dortmund,Germany,2007,0,1
David Villa,Valencia,Spain,2007,2,2
Jonathan Sesma,Valladolid,Spain,2007,1,1
Gionatha Spinesi,Catania,Italy,2007,2,3
Emilio Viqueira,Levante,Spain,2007,1,1
Raúl Tamudo,Espanyol,Spain,2007,2,3
Dennis Sørensen,Energie Cottbus,Germany,2007,1,1
Andrés Guardado,La Coruña,Spain,2007,1,1
Babacar Gueye,Metz,France,2007,1,1
Cédric Hengbart,Caen,France,2007,2,2
Kim Källström,Lyon,France,2007,1,1
Kaká,Milan,Italy,2007,6,7
Thomas Kahlenberg,Auxerre,France,2007,1,1
Jussiê,Bordeaux,France,2007,1,1
Jofre,Real Murcia,Spain,2007,1,1
Joaquín,Valencia,Spain,2007,1,1
Issam Jemâa,Caen,France,2007,0,1
Jean-Sébastien Jaurès,Auxerre,France,2007,1,1
Christophe Jallet,Lorient,France,2007,1,1
Joseph-Désiré Job,Nice,France,2007,0,1
Zlatan Ibrahimović,Inter,Italy,2007,8,8
Ariel Ibagaza,Mallorca,Spain,2007,3,3
Vincenzo Iaquinta,Juventus,Italy,2007,1,1
Szabolcs Huszti,Hannover 96,Germany,2007,5,6
Stephen Hunt,Reading,England,2007,2,2
Pablo Hernández,Getafe,Spain,2007,1,1
Nwankwo Kanu,Portsmouth,England,2007,0,1
Olivier Monterrubio,Lens,France,2007,4,4
Matías Fernández,Villarreal,Spain,2007,1,1
Ilan,Saint-Étienne,France,2007,1,1
Danny Murphy,Fulham,England,2007,2,3
Víctor,Valladolid,Spain,2008,2,2
Mauro Zárate,Lazio,Italy,2008,2,3
David Villa,Valencia,Spain,2008,8,8
Pierre Webó,Mallorca,Spain,2008,0,1
Amr Zaki,Wigan Athletic,England,2008,4,4
Francisco Yeste,Athletic Club,Spain,2008,1,1
Andrea Zanchetta,Lecce,Italy,2008,1,1
Ashley Young,Aston Villa,England,2008,0,1
Joan Verdú,La Coruña,Spain,2008,2,3
Artur Wichniarek,Arminia,Germany,2008,1,2
John Utaka,Portsmouth,England,2008,0,1
Esteban Solari,Almería,Spain,2008,1,1
Francesco Totti,Roma,Italy,2008,5,5
Selim Teber,Hoffenheim,Germany,2008,1,1
Mohamed Tchité,Racing Sant,Spain,2008,2,2
Raúl Tamudo,Espanyol,Spain,2008,3,4
Taye Taiwo,Marseille,France,2008,1,1
Václav Svěrkoš,Sochaux,France,2008,2,2
Daniel Sturridge,Manchester City,England,2008,1,1
Cristhian Stuani,Reggina,Italy,2008,1,1
Ilan,Saint-Étienne,France,2008,2,2
Nikola Žigić,Racing Sant,Spain,2008,1,1
Ervin Skela,Energie Cottbus,Germany,2008,0,1
Antônio da Silva,Karlsruher,Germany,2008,1,1
Piotr Trochowski,Hamburger SV,Germany,2008,2,2
Óscar Serrano,Racing Sant,Spain,2008,0,1
Loïc Rémy,Nice,France,2008,2,4
Andrea Pirlo,Milan,Italy,2008,1,1
Cícero Santos,Hertha BSC,Germany,2008,1,2
Sergio,La Coruña,Spain,2008,3,3
Boubacar Sanogo,Hoffenheim,Germany,2008,0,1
Sejad Salihović,Hoffenheim,Germany,2008,3,4
Rafik Saïfi,Lorient,France,2008,0,1
Louis Saha,Everton,England,2008,1,1
Marco Ruben,Recreativo,Spain,2008,1,1
Giuseppe Rossi,Villarreal,Spain,2008,2,3
Alessandro Rosina,Torino,Italy,2008,4,4
Cristiano Ronaldo,Manchester Utd,England,2008,4,4
Ronaldinho,Milan,Italy,2008,2,3
Tommaso Rocchi,Lazio,Italy,2008,0,1
Robinho,Manchester City,England,2008,1,2
Jason Roberts,Blackburn,England,2008,0,1
Riki,La Coruña,Spain,2008,1,1
Franck Ribéry,Bayern Munich,Germany,2008,1,2
Dimitar Rangelov,Energie Cottbus,Germany,2008,1,1
Rafinha,Schalke 04,Germany,2008,0,1
Fabio Quagliarella,Udinese,Italy,2008,1,2
Francisco Puñal,Osasuna,Spain,2008,0,1
Grégory Pujol,Valenciennes,France,2008,1,1
Javier Portillo,Osasuna,Spain,2008,0,1
Lukas Podolski,Bayern Munich,Germany,2008,2,3
David Pizarro,Roma,Italy,2008,0,1
Bastian Schweinsteiger,Bayern Munich,Germany,2008,1,1
Marcos Senna,Villarreal,Spain,2008,0,1
Pablo Pinillos Caro,Racing Sant,Spain,2008,1,1
Adrian Mutu,Fiorentina,Italy,2008,2,2
Robin van Persie,Arsenal,England,2008,2,2
Juninho Pernambucano,Lyon,France,2008,1,1
Giuseppe Mascara,Catania,Italy,2008,4,5
Sergio Pellissier,Chievo,Italy,2008,1,1
Giampaolo Pazzini,Fiorentina,Italy,2008,1,1
Pável Pardo,Stuttgart,Germany,2008,1,1
Marko Pantelić,Hertha BSC,Germany,2008,0,1
Juan Pablo Pino,Monaco,France,2008,0,1
Michael Owen,Newcastle Utd,England,2008,1,1
Ricardo Oliveira,Betis,Spain,2008,1,1
Milivoje Novaković,Köln,Germany,2008,2,2
Kevin Nolan,Bolton,England,2008,0,1
Mark Noble,West Ham,England,2008,1,3
Goran Pandev,Lazio,Italy,2008,0,1
Nenê,Espanyol,Spain,2008,2,2
Lionel Messi,Barcelona,Spain,2008,3,4
Mamadou Niang,Marseille,France,2008,3,3
Fabrizio Miccoli,Palermo,Italy,2008,3,3
Mido,Wigan Athletic,England,2008,1,1
Diego Milito,Genoa,Italy,2008,7,8
Zvjezdan Misimović,Wolfsburg,Germany,2008,1,1
Benni McCarthy,Blackburn,England,2008,4,5
Vlad Munteanu,Arminia,Germany,2008,1,1
Danny Murphy,Fulham,England,2008,5,5
Álvaro Negredo,Almería,Spain,2008,4,4
Steve Savidan,Caen,France,2008,1,1
Juan Mata,Valencia,Spain,2008,1,1
Roberto Soldado,Getafe,Spain,2008,1,2
Miroslav Klose,Bayern Munich,Germany,2008,1,1
Liam Lawrence,Stoke City,England,2008,1,1
Michele Marcolini,Chievo,Italy,2008,3,3
José Manuel Jurado,Mallorca,Spain,2008,0,1
Massimo Maccarone,Siena,Italy,2008,1,2
Javad Nekounam,Osasuna,Spain,2008,2,2
Albert Luque,Málaga,Spain,2008,1,1
André Luiz,Nancy,France,2008,1,1
José Luis Martí,Mallorca,Spain,2008,1,1
David López,Athletic Club,Spain,2008,1,1
Fernando Llorente,Athletic Club,Spain,2008,2,3
Nikos Liberopoulos,Eint Frankfurt,Germany,2008,2,2
Jerko Leko,Monaco,France,2008,1,1
Kevin Lejeune,Auxerre,France,2008,0,1
Marko Marin,M'Gladbach,Germany,2008,1,2
Pablo Ledesma,Catania,Italy,2008,1,1
Frank Lampard,Chelsea,England,2008,2,2
Ivan Klasnić,Nantes,France,2008,1,1
Marlon King,Hull City,England,2008,2,2
Mateja Kežman,Paris S-G,France,2008,1,1
Robbie Keane,Tottenham,England,2008,2,2
Frédéric Kanouté,Sevilla,Spain,2008,2,3
Kaká,Milan,Italy,2008,7,8
Stevan Jovetić,Fiorentina,Italy,2008,1,1
Jô,Everton,England,2008,1,1
Christophe Jallet,Lorient,France,2008,1,1
Marc Pfertzel,Bochum,Germany,2008,1,1
Obafemi Martins,Newcastle Utd,England,2008,0,1
Andoni Iraola,Athletic Club,Spain,2008,3,4
Daniele Galloppa,Siena,Italy,2008,1,1
Zlatan Ibrahimović,Inter,Italy,2008,2,4
Gaetano D'Agostino,Udinese,Italy,2008,6,6
Szabolcs Huszti,Hannover 96,Germany,2008,0,1
Guillaume Hoarau,Paris S-G,France,2008,2,2
Danny Higginbotham,Stoke City,England,2008,1,1
Cédric Hengbart,Auxerre,France,2008,1,2
Patrick Helmes,Leverkusen,Germany,2008,3,3
Marek Hamšík,Napoli,Italy,2008,2,3
Youssouf Hadji,Nancy,France,2008,1,2
El Hadji Diouf,Blackburn,England,2008,0,1
Danny Guthrie,Newcastle Utd,England,2008,1,1
Esteban Granero,Getafe,Spain,2008,1,2
Mikael Forssell,Hannover 96,Germany,2008,3,3
Grafite,Wolfsburg,Germany,2008,8,8
André-Pierre Gignac,Toulouse,France,2008,1,2
Steven Gerrard,Liverpool,England,2008,4,5
Geovanni,Hull City,England,2008,1,1
Theofanis Gekas,Leverkusen,Germany,2008,1,1
Benjamin Gavanon,Nancy,France,2008,2,2
Edu Gaspar,Valencia,Spain,2008,0,1
Sergio García,Betis,Spain,2008,0,1
Luis García,Espanyol,Spain,2008,1,2
Ezequiel Garay,Racing Sant,Spain,2008,0,1
Ricardo Fuller,Stoke City,England,2008,2,3
Torsten Frings,Werder Bremen,Germany,2008,1,1
Bafétimbi Gomis,Saint-Étienne,France,2008,0,1
Vincenzo Iaquinta,Juventus,Italy,2008,1,2
Leandro Cufré,Monaco,France,2008,2,3
Alexander Frei,Dortmund,Germany,2008,6,6
Diego Forlán,Atlético Madrid,Spain,2008,6,7
Gonzalo Higuaín,Real Madrid,Spain,2008,3,4
Elano,Manchester City,England,2008,4,4
Carlos Eduardo,Hoffenheim,Germany,2008,1,1
Achille Emaná,Betis,Spain,2008,2,2
Marco Engelhardt,Karlsruher,Germany,2008,0,1
Filip Daems,M'Gladbach,Germany,2008,2,2
Samuel Eto'o,Barcelona,Spain,2008,2,3
Jefferson Farfán,Schalke 04,Germany,2008,2,4
Sofiane Feghouli,Grenoble,France,2008,0,1
Pascal Feindouno,Saint-Étienne,France,2008,1,1
Matías Fernández,Villarreal,Spain,2008,1,1
Mevlüt Erdinç,Sochaux,France,2008,1,2
Emmanuel Eboué,Arsenal,England,2008,1,1
Antonio Di Natale,Udinese,Italy,2008,3,3
Stewart Downing,Middlesbrough,England,2008,0,2
Maurizio Domizzi,Udinese,Italy,2008,0,1
Diego,Werder Bremen,Germany,2008,2,3
Marco Di Vaio,Bologna,Italy,2008,6,6
Alessandro Del Piero,Juventus,Italy,2008,4,4
Manu del Moral,Getafe,Spain,2008,2,2
Jermain Defoe,Portsmouth,England,2008,2,2
Jean-Claude Darcheville,Valenciennes,France,2008,1,1
Gaël Danic,Valenciennes,France,2008,2,3
Sergio Floccari,Atalanta,Italy,2008,1,1
Edin Džeko,Wolfsburg,Germany,2008,0,1
Ederson,Lyon,France,2008,1,1
James Beattie,Stoke City,England,2008,1,1
Jermain Defoe,Tottenham,England,2008,0,1
Joey Barton,Newcastle Utd,England,2008,1,1
Francisco Copado,Hoffenheim,Germany,2008,1,1
Cosmin Contra,Getafe,Spain,2008,1,2
Adrián Colunga,Recreativo,Spain,2008,3,3
Djibril Cissé,Sunderland,England,2008,1,1
Fernando Cavenaghi,Bordeaux,France,2008,2,4
Edinson Cavani,Palermo,Italy,2008,1,1
Antonio Cassano,Sampdoria,Italy,2008,4,4
Javier Casquero,Getafe,Spain,2008,1,2
Fabio Caserta,Lecce,Italy,2008,2,2
